Repo,Author,Star,Fork,Watch,Creation,Last Update,Language,Topic,Family,Platform
pykeylogger,derstolz,0,0,0,2019-06-01,2019-06-01,Python,,keylogger,
keylogger,endnch,0,0,0,2018-06-12,2018-06-12,,,keylogger,
WuRKaCLogger,B0RU70,1,2,1,2018-05-29,2021-03-01,Visual Basic,,keylogger,
PythonKeylogger,cjinghong,0,0,1,2015-05-11,2015-05-11,Python,,keylogger,windows
KeyLogger,a-mishra,0,0,2,2016-12-28,2016-12-28,Python,,keylogger,
KeyLogger,fred16157,1,0,0,2018-06-12,2018-12-12,C#,,keylogger,
keylogger,deejayy,1,0,2,2018-08-29,2020-08-20,Assembly,,keylogger,windows
suede,E3V3A,0,1,2,2015-09-16,2016-12-04,C,,keylogger,windows
Keyllogs,olubunmialegbeleye,2,0,1,2019-05-14,2020-11-09,Java,,keylogger,android
bash_keylogger,pamaruiz,0,0,0,2017-02-03,2017-02-04,Shell,,keylogger,
KLogger,quartz010,0,0,0,2017-09-11,2017-09-16,C++,,keylogger,
keylogger,astroboy05,0,0,0,2017-07-21,2017-07-21,Python,,keylogger,
visualbasic-Keylogger,jamesjara,0,0,1,2014-10-28,2014-10-28,Visual Basic,,keylogger,
keylogger,brokentari,0,0,0,2017-03-24,2018-04-02,Python,,keylogger,windows
KeyLogger,Getriax,2,0,0,2018-03-03,2021-07-05,Java,"keylogging, java-8, windows-registry",keylogger,windows
KeyLogger,dvuk,1,0,0,2018-01-23,2021-08-11,Go,,keylogger,windows
Simple-Javascript-Keylogger,underdog1987,2,0,1,2018-02-25,2020-12-30,HTML,,keylogger,
kmdf-keylogger,adapiekarska,18,5,0,2018-12-27,2021-12-06,C,"driver, driver-programming, windows, kernel, kernel-driver, kmdf, wdf, keyboard, keylogger, keylogging",keylogger,windows
keylogger-android,mananmangal,1,1,0,2018-05-19,2020-05-01,Java,android,keylogger,android
Digital-Keylogger,RomanianSecurityTeam,1,1,2,2014-12-22,2019-04-09,Visual Basic,,keylogger,
logger,l4km47,0,0,1,2017-07-20,2020-12-08,C++,,keylogger,
Keylogger,Azword,0,0,0,2016-12-19,2016-12-26,C,,keylogger,
Keylogger,prasanthkarukkuvel,0,0,3,2015-07-29,2015-07-29,C#,,keylogger,
keylogger,inf6k,0,0,6,2014-02-04,2014-03-25,C++,,keylogger,
Spider,bachinblack,0,0,1,2017-10-29,2017-10-29,,,keylogger,windows
ps-keylogger,rudarav,0,0,1,2014-01-25,2019-02-21,PowerShell,,keylogger,
logg-em,tarcisio-marinho,1,0,2,2018-06-11,2020-11-20,C++,,keylogger,
KeyLogger,sharpist,0,0,0,2019-03-15,2019-03-15,C#,"csharp, forms, framework, keylogger, net, spy, windows",keylogger,windows
keylogger_cpp,ablil98,0,0,1,2019-03-29,2019-03-29,,,keylogger,windows
simple-keylogger,muhammadmoazzam,0,0,0,2019-05-15,2019-05-15,Visual Basic,"keylogger, visualbasic",keylogger,
python-keylogger,secureyourself7,47,12,4,2019-06-07,2021-12-13,Python,"keylogger, keylogging, python, python3, pure-python, security-testing, keyboard-listeners, keyboard, pycrypto, crypto, key-logger, key-listener, rsa, rsa-cryptography, encrypted-messages",keylogger,"linux, windows"
Keylogger,kek91,0,0,2,2015-07-06,2015-07-08,C++,,keylogger,
pklog,paolocarrara,0,0,1,2014-08-08,2014-08-08,C,,keylogger,
pyKeyLog,geoworm1,0,0,1,2016-06-14,2016-06-19,Python,,keylogger,
keylogger,ru-faraon,1,1,1,2016-06-09,2017-04-26,,,keylogger,
CppKeylogger,Szymixo,0,0,0,2017-03-23,2017-08-10,C++,,keylogger,
Haskeylogger,StephenWattam,0,1,1,2016-07-17,2016-07-17,Haskell,,keylogger,linux
windows-keylogger,khnshn,0,0,1,2018-04-07,2018-06-22,C#,"windows, csharp, keylogger, webservice, api, endpoint, security",keylogger,windows
vagrant-tape,g-ki,0,0,2,2017-12-23,2018-07-22,Ruby,"vagrant, vagrant-plugin, plugin, ssh, vm, keylogger",keylogger,
keylogger,satan17,0,0,0,2018-07-07,2018-07-07,C++,,keylogger,
keylogger,CyberxCode,0,0,0,2018-09-28,2018-09-28,Python,,keylogger,
cs5631_assignment4,mazjindeel,0,0,3,2015-04-28,2015-04-28,C,,keylogger,
Weblogger,rennancockles,2,0,2,2019-01-10,2021-07-26,Python,"python, keylogger, weblogger",keylogger,"linux, windows"
keylogger,coditva,1,1,2,2017-11-01,2021-10-06,C,"linux, keylogger, c",keylogger,linux
keylogger_testproj,gustavuka,0,0,1,2019-03-01,2019-03-01,Python,,keylogger,
Alogofkeys,odioman,0,0,0,2019-04-16,2019-04-16,Python,,keylogger,
aws-android-mqtt,jugurthab,0,0,0,2019-05-12,2019-05-27,Java,,keylogger,"android, linux"
Spider,stormyGit,0,1,0,2017-12-24,2017-12-24,C++,,keylogger,
keylogger-python3,SanjayPJ,0,0,1,2018-06-12,2018-07-14,HTML,,keylogger,windows
Keylogger,dkanda,2,1,4,2014-03-21,2020-12-30,JavaScript,,keylogger,
romeo,milindsingh,0,0,2,2016-04-22,2017-11-22,,,keylogger,windows
PyKeylogger,Faceman87,0,0,1,2017-08-05,2017-08-05,Python,,keylogger,windows
keylogger,jaykhandkar,0,0,0,2017-05-17,2021-02-01,C,,keylogger,linux
Keylogger-VBA.net,Emmanuel1Aguilar,0,0,1,2018-08-29,2018-08-31,Visual Basic,,keylogger,
Prof.-Keylogger,MustafaGurses,0,0,1,2018-09-28,2018-09-28,C#,,keylogger,
WindowsKeylogger,Broken-Admin,4,2,1,2019-02-28,2020-07-23,Python,,keylogger,windows
Keylogger,wonggw,0,0,0,2019-06-19,2019-06-21,,,keylogger,
zkeylog,mal-project,2,2,1,2013-08-20,2020-08-13,Assembly,,keylogger,windows
keylogger-kernel-driver,shadforth,2,1,1,2017-10-10,2021-01-28,C,"kernel, keylogger, kernel-space, osp, operating-systems-principles, c",keylogger,
keylogger,Posew7,0,0,1,2019-04-21,2019-04-22,Python,,keylogger,
simple-keylogger,PlayLikeLars,0,0,0,2019-03-15,2019-04-24,JavaScript,,keylogger,
fk--bot,jissatsu,0,0,0,2019-05-11,2019-05-13,,,"botnet, keylogger",linux
Keylogger,koehlertimo,0,0,0,2019-05-18,2019-05-18,,,keylogger,
Keylogger,nikosbatsaras,3,3,0,2017-10-14,2021-08-31,C,,keylogger,linux
X-ray-Echo-Romeo-Oscar,HarshVaragiya,3,0,2,2018-06-10,2021-07-26,Python,"rsa-cryptography, aes, python3, keylogger, cryptography, public-key-cryptography, aes-256, aes-encryption",keylogger,"linux, windows"
RetroLogger,Retrobyte,1,1,1,2016-04-08,2019-08-26,C#,,keylogger,
Remote-Keylogger,animeshkuzur,7,0,2,2016-05-21,2021-11-18,HTML,,keylogger,windows
SimpleLocal-RemoteKeylogger,metantz,3,0,1,2016-05-16,2021-04-03,C,,keylogger,"linux, windows"
SampleProjects,arminrez,2,0,2,2014-01-27,2018-11-23,C++,,keylogger,
win-keylogger-rs,thomaslienbacher,7,2,1,2018-12-21,2021-04-06,Rust,"keylogger, rust, windows",keylogger,windows
x11k,xdevelnet,4,0,2,2016-07-08,2021-10-04,C,"keylogger, xorg, freebsd, linux, capture, x11",keylogger,"linux, windows"
simple-keylogger,it-joe,0,0,2,2017-03-10,2017-03-10,Python,,keylogger,linux
DGkeylogger,dorukgezici,0,0,1,2017-05-08,2017-05-08,,,keylogger,
keylogger,Porwal7,0,0,0,2017-09-24,2017-09-24,Python,,keylogger,windows
Keylogger,MinZhou2016,0,0,0,2017-10-15,2017-10-15,C++,,keylogger,windows
simple-keylogger,Nobel3D,0,0,1,2016-07-28,2016-07-28,C++,,keylogger,windows
SomboChea-HackingBayLab,SomboChea,0,0,1,2017-02-02,2017-02-02,C++,,keylogger,
WinLog,bli95,0,0,0,2018-03-28,2018-05-01,C#,,keylogger,windows
Simple-Kelylogger,Sagep,0,0,2,2018-05-18,2018-05-18,C#,,keylogger,
Advanced-Keylogger,Falcon-Punch,0,0,0,2018-08-12,2018-08-22,C++,,"keylogger, virus",
Key_Logger,bigboss88,0,0,0,2019-02-01,2019-02-01,Python,,keylogger,
Simple-Python-Keylogger,masztalskipiotr,0,0,1,2018-02-19,2018-02-20,Python,,keylogger,linux
keylogger,fberbert,5,4,2,2019-01-04,2021-05-02,Python,,keylogger,
cs486-python-keylogger,AdamSchunk,0,0,1,2016-05-06,2019-02-21,Python,,keylogger,windows
KK,ascustodio,1,0,0,2019-04-28,2019-05-21,,,keylogger,
Keylogger,remoteEnterprise,0,0,1,2016-10-18,2016-10-18,Java,,keylogger,
MagicKeylogger,mszacun,0,0,1,2016-11-27,2016-11-29,HTML,,keylogger,
Basic-keylogger,alexismirandan,0,0,1,2016-09-21,2016-10-02,Python,,keylogger,
PyLogger,vncastanheira,0,1,1,2012-06-20,2017-11-26,Python,,keylogger,
simple-keylogger-lkm,Fedeorlandau,1,1,1,2016-05-19,2016-10-01,C,,keylogger,linux
Keylogger,My-MindPalace,0,0,0,2018-06-28,2018-06-30,C++,,keylogger,
keylogger,rubcv,0,1,2,2017-04-03,2020-04-07,C,,keylogger,linux
PyKeylogger,bksh05,0,0,0,2018-12-27,2020-10-24,Python,,keylogger,
Hidden-Keylogger,awakedev,0,0,0,2019-03-18,2019-03-18,C#,,keylogger,
simple-keylog,cultofdeadbeef,0,0,0,2018-12-09,2018-12-09,C,,keylogger,linux
Keylogger,nishantmudgal,0,0,1,2019-03-31,2020-02-26,Python,,keylogger,
history-logger,dallasspohn,0,0,1,2019-06-02,2020-01-09,Python,,keylogger,linux
gatekeeper,lnquy,0,0,0,2019-06-18,2019-06-18,Go,"go, golang, keylogger, heatmap",keylogger,
Keylogger,AlessandroCosma,0,0,0,2018-05-24,2018-05-24,HTML,,keylogger,
Python-Keylogger,dragosstefanov,0,0,1,2018-12-29,2018-12-29,,,keylogger,
zlogdecrypt,zgoertz,0,0,0,2019-02-10,2019-02-25,C++,,keylogger,
amigo,gios,1,0,2,2018-07-08,2019-05-03,Go,,keylogger,windows
sublime-text-keylogger,arunvalluthadam,1,0,1,2015-05-27,2020-03-11,Python,,keylogger,
lol_keyloger,QvasTeam,1,0,2,2017-02-07,2017-02-07,Visual Basic,,keylogger,
keylogg3r,erne5t,0,0,1,2018-10-21,2018-10-21,Python,,keylogger,
OnlineKeyLogger,EonaCat,0,1,1,2014-12-13,2014-12-13,Pascal,,keylogger,
Keylogger,yusufsall,0,0,0,2017-06-05,2018-09-25,C#,,keylogger,
C---Keylogger,IncludeCoffee,1,6,2,2018-12-16,2020-01-03,C,,keylogger,
KeyLogger,Bernard2518141184,1,0,0,2018-12-24,2019-02-14,C#,,keylogger,
KeyLogger,Mazurco066,0,0,0,2017-11-11,2017-11-11,C++,,keylogger,
cppkeylogger,PsyanticY,0,0,1,2018-04-21,2018-04-22,C++,,keylogger,
CppKeylogger,PetrosStav,0,0,1,2019-05-07,2019-06-07,C++,,keylogger,
keylogginx,AM-77,0,0,2,2019-04-26,2019-05-09,C,,keylogger,linux
Md-Key-Logger,mehrati,0,0,1,2016-12-13,2016-12-13,C,,keylogger,linux
amClient,HaryoWaskito,0,0,1,2017-06-23,2017-06-23,C#,,keylogger,
BeeLogger,marrocamp,0,0,1,2017-06-15,2017-06-15,Python,,keylogger,"linux, windows"
keepa,BigChief45,0,0,1,2017-07-24,2018-05-17,Python,,keylogger,windows
keylogger,shishirjindal,1,1,1,2017-05-14,2020-02-04,C,"c, linux, keylogger, backdoor","backdoor, keylogger",linux
KeyLogger-Python,Sohaib76,0,0,0,2019-02-20,2019-02-21,Python,,keylogger,
Pylogger,bshukla3041,0,1,1,2019-03-22,2019-10-01,Python,"python3, keylogger",keylogger,linux
Keylogger,nahimilega,3,0,0,2019-03-21,2021-05-24,Python,,keylogger,
Keylogger,jwj3767,1,0,0,2019-02-16,2021-04-05,C,,keylogger,linux
evspy,gramosg,0,0,2,2011-09-09,2014-06-29,C,,keylogger,linux
kopykat,KINGSABRI,2,2,1,2016-07-09,2020-04-06,Ruby,,keylogger,windows
anti-keylogger-php,slmsmsk,0,0,0,2014-10-23,2014-10-23,PHP,,keylogger,
cpp_spider,YohannNgoala,0,0,0,2017-10-10,2017-10-16,C++,,keylogger,windows
KeyLogger,afonsocastro96,0,0,1,2016-04-08,2017-01-22,Python,,keylogger,windows
python-keylogger,pankaryp,0,0,1,2019-01-28,2019-07-16,Python,,keylogger,
KeyloggerClient-Server,remoteEnterprise,1,0,1,2016-10-24,2020-05-28,Java,,keylogger,
kelylogger,danddo,0,0,1,2018-09-26,2018-12-30,C#,,keylogger,windows
Keylogger,vedantrathore,0,1,0,2018-07-16,2018-07-16,C++,,keylogger,
Keylogger,andrew98450,0,0,1,2016-04-18,2016-04-18,Visual Basic,,keylogger,
cpp_spider,guillaumecauchois,0,0,1,2017-11-14,2017-11-14,C++,,keylogger,
keylogger,csanuragjain,1,0,0,2016-11-03,2016-11-07,Java,,keylogger,
DotKeylogger,gorums,0,0,2,2017-09-09,2017-09-17,C#,"keylogger, csharp, dotnet",keylogger,
Keylogger,aborse3,1,0,0,2019-01-01,2019-01-13,C++,,keylogger,windows
KeyLogger,HoldYourWaffle,0,1,1,2018-09-09,2018-09-09,Java,"java, keylogger, keylogging",keylogger,
GlobalHooks,FyodorovAleksej,0,0,2,2017-12-12,2019-04-17,Python,,keylogger,
KeyLogs,fakhrizulkifli,0,1,1,2015-11-03,2015-11-03,Shell,,keylogger,linux
VoidKL,xX-TheDoctor-Xx,0,0,1,2017-10-04,2019-11-07,C#,,keylogger,
KeyLogger_1.0_Python,devmecha,0,0,1,2018-03-13,2018-03-13,Python,,keylogger,
Keylogger-in-Python,EQNCADACSLR,0,0,0,2019-03-05,2019-03-05,Python,,keylogger,
windows-keylogger,dankov,1,0,1,2016-02-29,2018-03-09,Python,,keylogger,windows
DatKeylogger,Shmaug,0,1,2,2014-07-21,2014-07-21,C#,,keylogger,
KeyLogger,waleedzahid106a,0,0,1,2017-02-07,2017-02-07,C++,,keylogger,windows
keylogger,MatejKuzma,0,0,0,2018-06-06,2018-06-06,C++,,keylogger,windows
keylogger,dung13890,0,0,1,2017-12-17,2017-12-17,Go,,keylogger,
Advanced_Keylogger,Raunak5inha,0,0,0,2018-12-30,2018-12-30,,,keylogger,
xkeylog,mbionchi,0,0,1,2016-01-05,2016-01-05,Shell,,keylogger,
spider,jurelou,0,0,0,2017-09-25,2018-02-23,C++,,keylogger,windows
ElpehLOG,LocutusV0nB0rg,1,0,1,2018-12-14,2021-11-21,Python,,keylogger,
linlogger,mmalarz,0,0,0,2018-12-08,2018-12-08,Python,,keylogger,linux
keyer,faineance,1,0,0,2014-11-17,2018-09-21,C,,keylogger,linux
Python-Keylogger,Donosla,1,0,0,2019-05-23,2019-05-23,Python,,keylogger,
MSWKeylogger,lucasbrsa,1,0,0,2017-03-11,2021-07-26,C++,,keylogger,windows
Keylogger,Yzaky,0,0,2,2017-05-07,2017-05-11,C++,,keylogger,windows
PyLog,pjozsef,0,0,1,2016-08-14,2016-08-14,Python,,keylogger,
Cpp-Keylogger,nmarriotti,0,0,1,2018-06-23,2018-06-24,C++,,keylogger,windows
KeyLogger,dasad44,0,0,1,2017-12-21,2021-02-08,C#,,keylogger,
H-Simple-Javascript-KeyLogger,mrhery,8,2,1,2018-08-25,2021-12-02,JavaScript,,keylogger,
HTSJavascriptKeylogger,sarbesh,1,0,0,2017-05-09,2020-12-30,JavaScript,,keylogger,
Keylogger,lycanthrope10100,2,1,0,2017-07-01,2019-02-14,C++,,keylogger,windows
openkey,alexeimun,4,0,2,2016-02-05,2020-04-26,C#,,keylogger,
A.K-Python-KeyLogger,atultherajput,1,0,1,2017-08-31,2017-09-01,Python,,keylogger,"android, windows"
Keylogger-and-Anti-keylogger,meghana99,2,3,1,2018-03-05,2020-10-04,Java,,keylogger,
spookey,watersalesman,25,5,2,2017-10-01,2021-12-15,C++,"keylogger, linux, hacking, cyber, cybersecurity",keylogger,"linux, windows"
EFKeylogger,ast3150,1,0,3,2015-02-26,2018-03-12,Pascal,,keylogger,
Simple-Keylogger-With-Clipboard,mrtonbrian,0,0,0,2017-12-28,2017-12-28,,,keylogger,
Palantir,ForthEorlingas,0,0,0,2018-11-01,2018-11-03,C++,,keylogger,windows
pylogger,tsitsiflora,2,0,0,2019-06-17,2021-03-08,Python,,keylogger,
Keylogger-Python,jeanfreitasg,0,0,2,2018-08-24,2018-08-29,Python,,keylogger,
WindowsKeylogger,cbrnrd,0,0,1,2017-04-29,2017-04-30,C++,,keylogger,windows
simple-keylogger,CONeill91,0,0,1,2018-10-09,2018-10-09,Python,,keylogger,linux
Keylogger,rahuldcoder,0,0,2,2017-06-30,2017-06-30,Python,,keylogger,linux
Keylogger,tomcarver16,1,1,0,2018-07-13,2020-06-23,C++,,"keylogger, virus",
pylogger,markschnabel,0,0,0,2018-10-05,2019-01-26,Python,,keylogger,windows
logger,zuloloxi,0,1,0,2017-07-04,2018-12-13,C#,,"keylogger, spyware",windows
keylogger-extension,matthewnitschke,0,0,2,2016-09-24,2016-09-24,JavaScript,,keylogger,windows
ps2-keylogger-with-rewind,gabriel-v,0,0,0,2018-05-06,2018-05-24,C,,keylogger,
simple-keylogger,kaulshashank,0,0,0,2018-06-09,2021-05-28,C++,,keylogger,windows
KeyLogger,BootSkiing,0,0,1,2019-02-15,2020-07-28,Python,,"ddos, keylogger","linux, windows"
Keylogger,lagripe,0,1,1,2018-06-15,2019-09-04,C#,"c-sharp, keylogger, keyboard-hooks, mouse-hooks",keylogger,windows
keyLogger,TheLazyScripter,0,1,2,2016-02-20,2016-04-15,TeX,,keylogger,
me_keylogger,DawidIzydor,1,0,0,2018-01-24,2018-03-02,C++,,keylogger,
powershell-keylogger-script,robertcanare,2,5,0,2018-06-22,2021-09-27,PowerShell,,keylogger,windows
Keylogger-Group9,saksham2410,0,0,0,2017-11-21,2017-11-21,C++,,keylogger,windows
Basic-Keylogger,brown-bear,0,0,0,2019-04-20,2019-04-28,C,,keylogger,
Keylogger,rlguarino,0,0,3,2015-09-26,2015-10-23,C#,,keylogger,windows
Keylogger,aniketiq,0,0,0,2019-03-07,2019-09-07,Python,,keylogger,
Socket-keylogger,1M50RRY,2,2,0,2018-04-28,2019-10-13,C++,"cplusplus, sockets, keylogger",keylogger,windows
keylogger,sirpsycho,1,0,1,2016-04-20,2017-07-10,Python,,keylogger,linux
KeyLogger,AM636E,1,0,2,2014-01-14,2017-10-06,C#,,keylogger,
KeyLogger,trytocatchme,0,0,1,2018-08-09,2018-08-10,,,keylogger,
keylogger,melkael,0,1,1,2019-01-21,2019-02-12,Python,,"keylogger, spyware",linux
HawkEyeDecryptor,CSIRT-SK,2,2,0,2019-02-01,2021-04-28,C#,,keylogger,
Basic-Keylogger,ivanpaunov15,0,0,1,2019-05-28,2019-05-28,C#,,keylogger,
Keylogger,archnomed,0,0,0,2018-07-04,2018-07-04,HTML,,keylogger,
insight,nmargari,1,0,2,2017-10-09,2021-09-28,C++,,keylogger,
littlekeylogger,lin0x,0,0,2,2018-09-19,2018-09-19,C#,,keylogger,
cvskeylogger,chaitanya1999,0,0,1,2019-01-17,2019-01-17,Java,,keylogger,
KeyLogger_Windows,BucKetBosS,1,0,2,2015-04-25,2015-04-30,C++,,keylogger,windows
HDCKeylogger,hoanghai27,0,0,1,2013-12-29,2013-12-29,C#,,keylogger,
input-guard,vremy,0,0,1,2014-09-28,2016-02-27,Python,,keylogger,linux
gologger,VladislavRybin,0,0,1,2016-08-18,2016-08-18,Go,,keylogger,linux
Keylogger,honsontran,0,0,2,2017-04-15,2017-04-15,C++,,keylogger,
KeyLogger,ArtemGord1728,7,0,0,2018-06-03,2021-07-06,C++,"c-plus-plus, visual-studio, hacking-tool, security",keylogger,
KeyLogger,Qu3b411,7,2,2,2018-11-24,2021-07-26,C++,"keylogger, grabsclipboard, clipboard, cplusplus, xml, xslt, socket-communication, mingw, gcc, mutex, java, java8, java-8, jni","keylogger, spyware",windows
symple-keylogger,error404-notfound,4,4,2,2018-06-28,2020-03-28,,,keylogger,windows
Tanit-Keylogger,HusseinBakri,51,26,6,2018-09-08,2021-12-16,Python,,"backdoor, keylogger, spoof, trojan, virus","linux, mac, windows"
event_sniffer,your-favorite-hacker,2,0,1,2015-05-29,2016-11-13,Python,,keylogger,linux
keyneyloggins-keys,HyperionGray,2,1,2,2016-11-01,2019-06-20,C,,keylogger,
my_script,luxsyp,1,0,2,2014-04-27,2015-06-19,C,,keylogger,
Python-web-keylogger,gmartinvela,2,1,1,2013-12-28,2018-04-30,Python,,keylogger,
lolkey,urbanek32,2,0,1,2015-01-12,2016-06-07,C,,keylogger,linux
csharp-keylogger-arduino-inject,exhesham,6,3,0,2015-12-20,2021-11-05,C#,"keylogger, arduino, powershell",keylogger,
Keylogger,Scythe14,1,0,1,2015-10-31,2020-06-23,C,,keylogger,
cookie,CailCode,4,3,2,2019-04-05,2021-10-26,C#,,keylogger,windows
Spider-Keylogger,Christopher-Steel,2,1,2,2014-10-06,2018-09-30,C++,,keylogger,
VeitchPack,Gangster45671,2,0,2,2017-12-06,2018-10-16,Shell,,keylogger,
KeyLoggerWIN10,josiprezic,4,0,0,2017-09-07,2020-01-31,C++,,keylogger,windows
Android-Service-Example,jbacon,2,3,2,2014-05-30,2015-08-26,Java,,keylogger,android
Keylogger-Rootkit,zhumabek,7,3,2,2018-12-11,2021-08-05,C++,,"keylogger, rootkit",windows
KeyloggerCPP,SaleenTheGod,3,1,1,2017-06-27,2020-08-03,C++,,keylogger,windows
Darck-Guiza,Pericena,1,1,1,2018-12-29,2020-07-06,Shell,,"keylogger, virus",windows
CSL_KeyLogger_Windows,FingerLeakers,2,0,0,2018-07-16,2019-08-24,Python,,keylogger,windows
key-logger,nik-1207,1,0,2,2019-04-07,2021-06-12,Python,,keylogger,windows
CSharpKeylogger,doroudi,1,0,1,2018-07-18,2018-09-03,C#,,keylogger,windows
Python-Keylogger,Yunchao,3,0,3,2017-04-22,2020-03-28,Python,,keylogger,windows
Keylogger,smahesh29,2,0,1,2019-05-31,2021-02-10,Python,"keylogger, keylog, python3, python, keypresser, keypress, keypresses, keyboard, python-keylogger",keylogger,
KeyloggerJava,codebinary,1,0,2,2016-01-05,2016-11-18,Java,,keylogger,
apate,tzyluen,1,0,1,2014-05-01,2014-09-19,C,,keylogger,linux
x11goklogger,ljesparis,2,0,0,2017-12-20,2021-07-26,Go,"keylogger, x11, golang, go, golang-library, application, tool",keylogger,linux
keylogger-chrome-extension,eh2arch,2,0,2,2015-10-20,2020-09-21,JavaScript,,keylogger,windows
Python-Keylogger,Xetera,2,0,1,2017-12-25,2020-04-28,Python,,keylogger,
WinKeylogger,Gikoskos,2,0,1,2017-01-20,2021-03-10,C,,keylogger,windows
Keylogger,MaciejChoromanski,2,0,0,2019-03-19,2019-08-09,,,keylogger,
Simple-Keylogger,mlangs,1,0,1,2019-03-09,2021-05-04,Python,,keylogger,"linux, windows"
keylogger-detection-driver,ohio813,1,0,1,2015-05-07,2019-08-14,C,,keylogger,
mqttNVS,flohero,1,1,1,2018-01-30,2019-05-03,Go,"mqtt-client, golang, keylogger",keylogger,
autoit-keylogger,rkhaslarov,3,1,0,2017-07-15,2021-06-20,HTML,,keylogger,windows
Tools-with-Python,H3x4b1t,2,0,1,2017-12-14,2021-07-18,Python,,keylogger,
Umro,umutseven92,2,0,1,2017-06-25,2019-07-08,C,,keylogger,windows
Tom-Keylogger,tomridder,6,0,1,2018-08-05,2020-10-20,C#,,"keylogger, trojan",windows
PyLogger,varunotelli,12,10,2,2018-04-07,2021-10-29,Python,python3,keylogger,"linux, mac, windows"
PyKeylog,ryzzaki,1,1,0,2019-01-25,2019-02-07,Python,,keylogger,windows
Record-Key,OpsConfig,1,0,2,2017-06-05,2018-11-23,C++,,keylogger,
keylogger,Syd666,1,0,1,2013-08-29,2015-10-11,C++,,keylogger,windows
spider,Stargateur,1,0,1,2016-07-28,2018-06-08,C++,,keylogger,
kHTMl,dinizthiagobr,0,0,1,2015-10-26,2021-10-27,C++,,keylogger,
KeyloggerFX,shivivats,1,0,1,2016-09-11,2018-05-02,Java,,keylogger,
TypingTracker,DionysusBenstein,2,0,0,2018-05-19,2021-07-26,C++,"visual-studio, visualstudio, cpp, c-plus-plus, security, keylogger, hacking-tool, hacking, hack",keylogger,
Keylogger-POC,Flawww,1,0,0,2019-03-27,2019-03-29,C,,keylogger,
keylogger,ajrisi,1,0,3,2009-10-02,2013-12-13,C,,keylogger,linux
anti-keylogger,mujeebishaque,2,1,1,2018-12-03,2021-04-02,C#,"desktop-application, antikeylogging, anti-keylogging, csharp, wpf-application, windows-forms, windows-10, windows-app, antikeylogger, anti-keylogger",keylogger,windows
Keylogger,Satyam-Bhalla,2,1,1,2018-07-01,2021-12-09,Python,"python3, keylogger, windows",keylogger,windows
liquidsky_keylogger,derrod,4,2,2,2017-03-31,2021-07-26,Python,"keylogger, proof-of-concept","keylogger, sniff",
basic-keylogger,PictureElement,3,5,0,2017-04-09,2021-11-04,C++,"c-plus-plus, keylogger",keylogger,windows
soclogger,EH30,2,0,1,2019-03-06,2020-09-05,Python,,keylogger,
KeyLoggerLinux,Hrishikesh-Thakkar,1,0,1,2017-01-26,2018-06-03,Shell,,keylogger,linux
Keylogger,CaseAnon,2,0,1,2016-06-23,2019-09-08,C++,,keylogger,
Keylogger,Anriod,1,0,1,2017-01-31,2021-10-29,Java,,keylogger,
keylogger,Prabandham,1,1,1,2018-01-29,2018-01-30,Go,,keylogger,linux
KL32,Flowx08,1,0,1,2017-09-17,2018-05-12,Visual Basic,,keylogger,windows
sspy,reqv,3,0,3,2017-01-28,2021-07-26,C++,"service, c, windows, keylogger",keylogger,windows
Remnant-Keylogger,raw-bit,2,0,1,2016-12-03,2021-07-26,Python,,keylogger,windows
Keylogger,aliebrahimi1781,1,0,1,2017-01-13,2018-02-26,C++,,keylogger,windows
Keylogger,MaSteve,1,1,2,2017-01-03,2017-01-04,C++,,keylogger,linux
InputHooker,averkhaturau,1,0,0,2016-05-27,2017-05-04,Objective-C,,keylogger,windows
KeyLogger,JujharSingh,1,0,2,2017-06-17,2017-06-22,C#,,keylogger,
pyspy,peteratkinson,1,0,1,2017-03-23,2019-03-29,Python,,keylogger,
keylogger,namper,0,0,1,2017-09-02,2017-12-15,Python,,keylogger,
SmashLog,pry0cc,3,1,1,2017-09-21,2020-06-16,Python,,keylogger,linux
GameRecorder,tzenes,1,0,1,2010-03-18,2013-10-02,C#,,keylogger,
python-daemon-keylogger-telegram-bot,NickolayStorm,1,1,1,2016-06-19,2017-07-29,Python,,"botnet, keylogger",
wxp78key,chinarulezzz,11,4,2,2015-09-25,2021-12-13,C,,keylogger,
Simple-KeyLogger,Phongsathron,1,0,1,2018-09-16,2018-09-22,Python,"keylogger, python3",keylogger,
rust-winapi-keylogger,8176135,3,0,3,2017-12-06,2020-04-07,Rust,,keylogger,windows
